Año,Trimestre,Provincia,Accesos por cada 100 hogares (Provincia),Accesos por cada 100 hab (Provincia),Accesos por cada 100 hogares (Total),Accesos por cada 100 hab (Total)
2020,2,Córdoba,72.7135853124239,22.2626297682841,64.2100028766699,19.918402765295
2020,2,Corrientes,40.3047626797957,10.6131399504817,64.2100028766699,19.918402765295
2020,2,Entre Ríos,56.5386547397096,16.9046496397221,64.2100028766699,19.918402765295
2020,2,Formosa,31.1394362262631,7.92553974261672,64.2100028766699,19.918402765295
2020,2,Jujuy,47.8878102278728,12.246000275261,64.2100028766699,19.918402765295
2020,2,La Pampa,76.1015828898756,25.0738459648555,64.2100028766699,19.918402765295
2020,2,La Rioja,49.8399350183955,13.2675488804432,64.2100028766699,19.918402765295
2020,2,Mendoza,36.2522434211,10.1166524693736,64.2100028766699,19.918402765295
2020,2,Misiones,40.8877960096961,11.1369196743518,64.2100028766699,19.918402765295
2020,2,Neuquén,63.8984690337643,19.0205986637401,64.2100028766699,19.918402765295
2020,2,Río Negro,56.369335248792,17.3384537515365,64.2100028766699,19.918402765295
2020,2,Salta,51.5815833534036,12.4928228219153,64.2100028766699,19.918402765295
2020,2,San Juan,35.0948577636503,8.93978645060613,64.2100028766699,19.918402765295
2020,2,San Luis,78.4096773527651,22.4402866477222,64.2100028766699,19.918402765295
2020,2,Santa Cruz,35.792623969796,10.6506751720812,64.2100028766699,19.918402765295
2020,2,Santa Fe,70.002168637187,22.0118993487247,64.2100028766699,19.918402765295
2020,2,Santiago Del Estero,43.4671668246836,10.7876486349067,64.2100028766699,19.918402765295
2020,2,Tierra Del Fuego,76.3694826074247,22.6423924473359,64.2100028766699,19.918402765295
2020,2,Tucumán,51.7807409103048,12.8267966617582,64.2100028766699,19.918402765295
2020,1,Buenos Aires,64.3256310174343,21.2080810142128,62.8563611135937,19.4832647686156
2020,1,Capital Federal,105.980174141819,44.0240824345247,62.8563611135937,19.4832647686156
2020,1,Catamarca,37.6154276874603,9.56828644748246,62.8563611135937,19.4832647686156
2020,1,Chaco,37.4838333691726,10.0183580078063,62.8563611135937,19.4832647686156
2020,1,Chubut,51.268489419097,15.7151397399492,62.8563611135937,19.4832647686156
2020,1,Córdoba,70.6880744339108,21.6423266904036,62.8563611135937,19.4832647686156
2020,1,Corrientes,38.7290799422309,10.1981922972643,62.8563611135937,19.4832647686156
2020,1,Entre Ríos,56.1200605143722,16.7793875942568,62.8563611135937,19.4832647686156
2020,1,Formosa,30.2283039626068,7.69363320950793,62.8563611135937,19.4832647686156
2020,1,Jujuy,46.6702306399878,11.9345057136942,62.8563611135937,19.4832647686156
2020,1,La Pampa,75.766787812914,24.9634889459636,62.8563611135937,19.4832647686156
2020,1,La Rioja,46.346631384167,12.3374236886702,62.8563611135937,19.4832647686156
2020,1,Mendoza,33.1420767001727,9.24865632529103,62.8563611135937,19.4832647686156
2020,1,Misiones,39.018347551712,10.6276210559822,62.8563611135937,19.4832647686156
2020,1,Neuquén,61.8474936235507,18.4098728835989,62.8563611135937,19.4832647686156
2020,1,Río Negro,55.1156686596236,16.9526360543075,62.8563611135937,19.4832647686156
2020,1,Salta,49.5956802701287,12.0116972009766,62.8563611135937,19.4832647686156
2020,1,San Juan,32.3922921363047,8.25127788119013,62.8563611135937,19.4832647686156
2020,1,San Luis,76.3085418464193,21.8387693863723,62.8563611135937,19.4832647686156
2020,1,Santa Cruz,35.9742762889655,10.7041725372986,62.8563611135937,19.4832647686156
2020,1,Santa Fe,69.5235794025313,21.8613245878736,62.8563611135937,19.4832647686156
2020,1,Santiago Del Estero,42.4663591879918,10.5392121668386,62.8563611135937,19.4832647686156
2020,1,Tierra Del Fuego,76.0696497901879,22.5525532508604,62.8563611135937,19.4832647686156
2020,1,Tucumán,47.8479232585003,11.8524649017937,62.8563611135937,19.4832647686156
2019,4,Buenos Aires,64.2520528824542,21.1350893819089,62.9199118209147,19.4879000871297
2019,4,Capital Federal,106.245467510411,44.1870536086124,62.9199118209147,19.4879000871297
2019,4,Catamarca,36.4384291271555,9.26886507149251,62.9199118209147,19.4879000871297
2019,4,Chaco,36.8354786303424,9.84506318966921,62.9199118209147,19.4879000871297
2019,4,Chubut,51.1450178551471,15.6771711859264,62.9199118209147,19.4879000871297
2019,4,Córdoba,70.4829556624422,21.5794971664284,62.9199118209147,19.4879000871297
2019,4,Corrientes,38.7674409892621,10.208283637368,62.9199118209147,19.4879000871297
2019,4,Entre Ríos,57.9922169170451,17.339132629893,62.9199118209147,19.4879000871297
2019,4,Formosa,30.471313480544,7.75547611892472,62.9199118209147,19.4879000871297
2019,4,Jujuy,45.3775463317507,11.6039151022838,62.9199118209147,19.4879000871297
2019,4,La Pampa,76.9241896917042,25.3449218476204,62.9199118209147,19.4879000871297
2019,4,La Rioja,47.1358901105243,12.5475635674596,62.9199118209147,19.4879000871297
2019,4,Mendoza,33.6490307202718,9.39011273391884,62.9199118209147,19.4879000871297
2019,4,Misiones,39.7892368404862,10.8375819024918,62.9199118209147,19.4879000871297
2019,4,Neuquén,59.3559009282245,17.6681849769219,62.9199118209147,19.4879000871297
2019,4,Río Negro,55.7050096828749,17.1338703221798,62.9199118209147,19.4879000871297
2019,4,Salta,50.3546389223882,12.1954928055468,62.9199118209147,19.4879000871297
2019,4,San Juan,32.8549757281553,8.36915261267133,62.9199118209147,19.4879000871297
2019,4,San Luis,74.9200260348146,21.4413528932678,62.9199118209147,19.4879000871297
2019,4,Santa Cruz,36.7113630853583,10.9234277977238,62.9199118209147,19.4879000871297
2019,4,Santa Fe,69.4823572559686,21.8483506557326,62.9199118209147,19.4879000871297
2019,4,Santiago Del Estero,42.9207738235818,10.6519742883379,62.9199118209147,19.4879000871297
2019,4,Tierra Del Fuego,79.6953613637709,23.6275467526162,62.9199118209147,19.4879000871297
2019,4,Tucumán,47.6490201252129,11.8031812807121,62.9199118209147,19.4879000871297
2019,3,Buenos Aires,69.3563010607913,22.7617336155622,65.7879845391111,20.3606607185568
2019,3,Capital Federal,112.645387803721,46.9047708934881,65.7879845391111,20.3606607185568
2019,3,Catamarca,30.8836145267372,7.85595476521849,65.7879845391111,20.3606607185568
2019,3,Chaco,35.8460309754608,9.58066438752926,65.7879845391111,20.3606607185568
2019,3,Chubut,47.5662416229331,14.580466548719,65.7879845391111,20.3606607185568
2019,3,Córdoba,68.5923490106902,21.0007817769535,65.7879845391111,20.3606607185568
2019,3,Corrientes,38.4853511358672,10.1340281141787,65.7879845391111,20.3606607185568
2019,3,Entre Ríos,57.9000994579662,17.3116618255979,65.7879845391111,20.3606607185568
2019,3,Formosa,30.1124329977775,7.66417771389022,65.7879845391111,20.3606607185568
2019,3,Jujuy,44.3224868429136,11.334206981241,65.7879845391111,20.3606607185568
2019,3,La Pampa,77.4526942329175,25.5190027056414,65.7879845391111,20.3606607185568
2019,3,La Rioja,47.9429051217464,12.7624317908561,65.7879845391111,20.3606607185568
2019,3,Mendoza,40.7371425873534,11.3681890162792,65.7879845391111,20.3606607185568
2019,3,Misiones,39.3329298674438,10.713348334459,65.7879845391111,20.3606607185568
2019,3,Neuquén,64.1388726949158,19.0920756796417,65.7879845391111,20.3606607185568
2019,3,Río Negro,63.4247008870096,19.5084985912294,65.7879845391111,20.3606607185568
2019,3,Salta,44.4761779222872,10.7718546234161,65.7879845391111,20.3606607185568
2019,3,San Juan,37.0623130355423,9.44094148522601,65.7879845391111,20.3606607185568
2019,3,San Luis,85.2260887684934,24.3909711661747,65.7879845391111,20.3606607185568
2019,3,Santa Cruz,35.6281609788596,10.6015551925842,65.7879845391111,20.3606607185568
2019,3,Santa Fe,68.8717805759303,21.6564247463616,65.7879845391111,20.3606607185568
2019,3,Santiago Del Estero,55.3039114685454,13.7252880483641,65.7879845391111,20.3606607185568
2019,3,Tierra Del Fuego,96.4621096309238,28.5989251932121,65.7879845391111,20.3606607185568
2019,3,Tucumán,39.4876002040168,9.78157418438212,65.7879845391111,20.3606607185568
2019,2,Buenos Aires,67.847139823742,22.2157894842981,64.53,19.96
2019,2,Capital Federal,110.545566994852,46.0859257928109,64.53,19.96
2019,2,Catamarca,32.1309502201928,8.17339703245058,64.53,19.96
2019,2,Chaco,34.1402609798676,9.1250113292671,64.53,19.96
2019,2,Chubut,46.9879841362692,14.4038087278961,64.53,19.96
2019,2,Córdoba,68.0713093878985,20.8416372422382,64.53,19.96
2019,2,Corrientes,38.155585884188,10.0474590194205,64.53,19.96
2019,2,Entre Ríos,57.4782345887239,17.1858204446725,64.53,19.96
2019,2,Formosa,30.4182360069433,7.74219578395609,64.53,19.96
2019,2,Jujuy,44.511922790626,11.3829345908251,64.53,19.96
2019,2,La Pampa,77.083137502884,25.3978398954861,64.53,19.96
2019,2,La Rioja,48.7049391442432,12.965645588675,64.53,19.96
2019,2,Mendoza,40.7546242353627,11.3733565416729,64.53,19.96
2019,2,Misiones,39.1461255416994,10.6628255950184,64.53,19.96
2019,2,Neuquén,63.0809643276744,18.7779008056203,64.53,19.96
2019,2,Río Negro,61.0942074999118,18.7922767563462,64.53,19.96
2019,2,Salta,41.8931983203698,10.146610869132,64.53,19.96
2019,2,San Juan,35.5997173374818,9.06854016252792,64.53,19.96
2019,2,San Luis,81.789994425864,23.4082266301606,64.53,19.96
2019,2,Santa Cruz,28.8460630553221,8.58406482865588,64.53,19.96
2019,2,Santa Fe,67.4229199332195,21.2011304851442,64.53,19.96
2019,2,Santiago Del Estero,52.789971263171,13.101581339389,64.53,19.96
2019,2,Tierra Del Fuego,94.7980342802349,28.1075638215957,64.53,19.96
2019,2,Tucumán,40.1360462142088,9.94246044080586,64.53,19.96
2019,1,Buenos Aires,66.2425552273681,21.6417378514192,62.4791661097718,19.3079067412299
2019,1,Capital Federal,109.196164558838,45.5791838994366,62.4791661097718,19.3079067412299
2019,1,Catamarca,32.1904889561213,8.18850462737457,62.4791661097718,19.3079067412299
2019,1,Chaco,32.6358765794295,8.72283500340746,62.4791661097718,19.3079067412299
2019,1,Chubut,42.997736337178,13.1803680616707,62.4791661097718,19.3079067412299
2019,1,Córdoba,65.5173840768055,20.0595276926967,62.4791661097718,19.3079067412299
2019,1,Corrientes,35.1349868869881,9.25199213887151,62.4791661097718,19.3079067412299
2019,1,Entre Ríos,56.7881599616928,16.9794023932903,62.4791661097718,19.3079067412299
2019,1,Formosa,29.6776946304319,7.55368578631946,62.4791661097718,19.3079067412299
2019,1,Jujuy,46.4084387403666,11.8678497610553,62.4791661097718,19.3079067412299
2019,1,La Pampa,76.3545743378065,25.1575166404727,62.4791661097718,19.3079067412299
2019,1,La Rioja,50.1845878832627,13.3594024786378,62.4791661097718,19.3079067412299
2019,1,Mendoza,37.6571649702829,10.5088620671738,62.4791661097718,19.3079067412299
2019,1,Misiones,36.2571682655235,9.87579609120626,62.4791661097718,19.3079067412299
2019,1,Neuquén,58.8780043343749,17.5264903960343,62.4791661097718,19.3079067412299
2019,1,Río Negro,53.5716497810025,16.478122478196,62.4791661097718,19.3079067412299
2019,1,Salta,40.0983444177161,9.71178101440345,62.4791661097718,19.3079067412299
2019,1,San Juan,31.8330580534655,8.10898201726592,62.4791661097718,19.3079067412299
2019,1,San Luis,67.3379373977716,19.2717794012915,62.4791661097718,19.3079067412299
2019,1,Santa Cruz,23.6676549967689,7.04269163445306,62.4791661097718,19.3079067412299
2019,1,Santa Fe,66.9740909479148,21.0598949173879,62.4791661097718,19.3079067412299
2019,1,Santiago Del Estero,37.5194167460039,9.3116162809496,62.4791661097718,19.3079067412299
2019,1,Tierra Del Fuego,93.3758192272124,27.6849257912618,62.4791661097718,19.3079067412299
2019,1,Tucumán,41.6307444313476,10.3126309673915,62.4791661097718,19.3079067412299
2018,4,Buenos Aires,64.6028466348432,21.0588338233985,61.4158072343577,18.97
2018,4,Capital Federal,108.273149970574,45.2493139403669,61.4158072343577,18.97
2018,4,Catamarca,32.2253461660253,8.19733354162497,61.4158072343577,18.97
2018,4,Chaco,32.5909608763298,8.7108351925502,61.4158072343577,18.97
2018,4,Chubut,42.6109360960454,13.0617297060522,61.4158072343577,18.97
2018,4,Córdoba,65.0892645911237,19.9284311751423,61.4158072343577,18.97
2018,4,Corrientes,34.5662765686955,9.10221065708079,61.4158072343577,18.97
2018,4,Entre Ríos,54.3747734863994,16.2577940353847,61.4158072343577,18.97
2018,4,Formosa,29.73653915732,7.56863913845701,61.4158072343577,18.97
2018,4,Jujuy,46.5322663913268,11.8994841924185,61.4158072343577,18.97
2018,4,La Pampa,73.4940482831421,24.215175627605,61.4158072343577,18.97
2018,4,La Rioja,50.3479939174172,13.4028590482468,61.4158072343577,18.97
2018,4,Mendoza,37.7577838459117,10.5369339699976,61.4158072343577,18.97
2018,4,Misiones,34.4507488777944,9.38376401334208,61.4158072343577,18.97
2018,4,Neuquén,59.0691692663678,17.5833620329143,61.4158072343577,18.97
2018,4,Río Negro,51.8614034542606,15.9520334449713,61.4158072343577,18.97
2018,4,Salta,39.8016100697381,9.63988499012216,61.4158072343577,18.97
2018,4,San Juan,31.8962520702558,8.12506754829948,61.4158072343577,18.97
2018,4,San Luis,67.5504536976004,19.3325493092293,61.4158072343577,18.97
2018,4,Santa Cruz,23.6891941006561,7.04908001650705,61.4158072343577,18.97
2018,4,Santa Fe,65.5870688619156,20.6237364064387,61.4158072343577,18.97
2018,4,Santiago Del Estero,37.4007259512934,9.2821177795649,61.4158072343577,18.97
2018,4,Tierra Del Fuego,93.5925708620794,27.7487853158179,61.4158072343577,18.97
2018,4,Tucumán,41.7579696387777,10.3441204364396,61.4158072343577,18.97
2018,3,Buenos Aires,64.4405675975205,20.9590874010485,60.69,18.73
2018,3,Capital Federal,108.445914110219,45.3770920456075,60.69,18.73
2018,3,Catamarca,32.9159453741104,8.37304655008758,60.69,18.73
2018,3,Chaco,32.2831008330776,8.62858350951374,60.69,18.73
2018,3,Chubut,56.391745852269,17.2863082293932,60.69,18.73
2018,3,Córdoba,64.2421002602934,19.6691574967699,60.69,18.73
2018,3,Corrientes,34.2499388738322,9.01894817024788,60.69,18.73
2018,3,Entre Ríos,50.2220138583775,15.0162082107412,60.69,18.73
2018,3,Formosa,29.5765734288784,7.52794981031211,60.69,18.73
2018,3,Jujuy,23.2637001371955,5.9491656472258,60.69,18.73
2018,3,La Pampa,71.7502365184484,23.6405627895773,60.69,18.73
2018,3,La Rioja,50.7330431805956,13.5054845201924,60.69,18.73
2018,3,Mendoza,37.9905972679962,10.6019692319668,60.69,18.73
2018,3,Misiones,32.103666418059,8.74450949017475,60.69,18.73
2018,3,Neuquén,60.4866167439691,18.0054517097913,60.69,18.73
2018,3,Río Negro,50.5426480870375,15.5465724582987,60.69,18.73
2018,3,Salta,39.4274134206841,9.54934134172116,60.69,18.73
2018,3,San Juan,33.0514165039238,8.41935795556925,60.69,18.73
2018,3,San Luis,52.3531149755192,14.9833598756571,60.69,18.73
2018,3,Santa Cruz,32.7278502945593,9.7389874592526,60.69,18.73
2018,3,Santa Fe,63.4096146162309,19.9391069827321,60.69,18.73
2018,3,Santiago Del Estero,36.2496169780513,8.99651744351393,60.69,18.73
2018,3,Tierra Del Fuego,92.7719183939406,27.5060216962167,60.69,18.73
2018,3,Tucumán,41.6810135952876,10.325137534987,60.69,18.73
2018,2,Buenos Aires,62.7822665109499,20.3745823244351,59.1620687879326,18.24
2018,2,Capital Federal,106.534941281467,44.632577746788,59.1620687879326,18.24
2018,2,Catamarca,32.8575008674866,8.35838388395506,59.1620687879326,18.24
2018,2,Chaco,31.2517049960349,8.35312361429173,59.1620687879326,18.24
2018,2,Chubut,54.9023033373551,16.8304851291441,59.1620687879326,18.24
2018,2,Córdoba,63.2743661231958,19.373198551696,59.1620687879326,18.24
2018,2,Corrientes,33.8097539088117,8.90324738534082,59.1620687879326,18.24
2018,2,Entre Ríos,49.2026118705284,14.7116484535059,59.1620687879326,18.24
2018,2,Formosa,29.434226520797,7.4919076165093,59.1620687879326,18.24
2018,2,Jujuy,23.4322027298545,5.99239747680142,59.1620687879326,18.24
2018,2,La Pampa,71.0403378727806,23.407010658268,59.1620687879326,18.24
2018,2,La Rioja,50.9778907392324,13.5709228844089,59.1620687879326,18.24
2018,2,Mendoza,36.9728727240613,10.318226443151,59.1620687879326,18.24
2018,2,Misiones,31.6309076822218,8.61598877251767,59.1620687879326,18.24
2018,2,Neuquén,60.2367916140203,17.9318778103692,59.1620687879326,18.24
2018,2,Río Negro,50.1478946239634,15.4255830893773,59.1620687879326,18.24
2018,2,Salta,39.9371920998973,9.67310280884578,59.1620687879326,18.24
2018,2,San Juan,32.9466488486842,8.39284171164165,59.1620687879326,18.24
2018,2,San Luis,15.1504244913514,4.33613750896293,59.1620687879326,18.24
2018,2,Santa Cruz,33.3323645100661,9.91958805094006,59.1620687879326,18.24
2018,2,Santa Fe,62.5707923995744,19.6755915306821,59.1620687879326,18.24
2018,2,Santiago Del Estero,35.2564642111642,8.75016058933937,59.1620687879326,18.24
2018,2,Tierra Del Fuego,91.6051962953856,27.1623165159911,59.1620687879326,18.24
2018,2,Tucumán,41.5125631700174,10.2836712071486,59.1620687879326,18.24
2018,1,Buenos Aires,62.6262116616845,20.2796529105795,58.82,18.12
2018,1,Capital Federal,106.235671745868,44.5629613204179,58.82,18.12
2018,1,Catamarca,32.7936161374153,8.34209853727587,58.82,18.12
2018,1,Chaco,30.8299276457025,8.240328535252,58.82,18.12
2018,1,Chubut,53.7156048824891,16.4663265563409,58.82,18.12
2018,1,Córdoba,63.5171696520162,19.4473810733398,58.82,18.12
2018,1,Corrientes,32.6634608731751,8.60133260210877,58.82,18.12
2018,1,Entre Ríos,48.6812024178572,14.5556734563254,58.82,18.12
2018,1,Formosa,21.4043102592114,5.44800982825826,58.82,18.12
2018,1,Jujuy,23.1212608756775,5.91282950582615,58.82,18.12
2018,1,La Pampa,71.751636922758,23.6412486623102,58.82,18.12
2018,1,La Rioja,51.4435101124481,13.6947700631199,58.82,18.12
2018,1,Mendoza,37.0721511024033,10.3458430919679,58.82,18.12
2018,1,Misiones,30.9567358844696,8.43227841660731,58.82,18.12
2018,1,Neuquén,61.5173903515637,18.3128386973519,58.82,18.12
2018,1,Río Negro,49.8168613122324,15.3235670915437,58.82,18.12
2018,1,Salta,39.7755916329188,9.63384544384639,58.82,18.12
2018,1,San Juan,32.6091774516929,8.30680071057099,58.82,18.12
2018,1,San Luis,15.1487903482749,4.33561502267505,58.82,18.12
2018,1,Santa Cruz,33.5527598985762,9.98473486255572,58.82,18.12
2018,1,Santa Fe,62.2819984430096,19.5846823687574,58.82,18.12
2018,1,Santiago Del Estero,34.9882694482421,8.68350419053065,58.82,18.12
2018,1,Tierra Del Fuego,65.1996370235935,19.3315233343117,58.82,18.12
2018,1,Tucumán,41.1760093888662,10.2001773500551,58.82,18.12
2017,4,Buenos Aires,57.6096152902582,18.6146492483549,57.7823509631833,17.7929770681446
2017,4,Capital Federal,122.89742418735,51.6167209151056,57.7823509631833,17.7929770681446
2017,4,Catamarca,28.6209500939249,7.28060041922938,57.7823509631833,17.7929770681446
2017,4,Chaco,30.8081581112365,8.23450197946808,57.7823509631833,17.7929770681446
2017,4,Chubut,51.4630962674935,15.7758159308052,57.7823509631833,17.7929770681446
2017,4,Córdoba,63.3326256520777,19.3908577867931,57.7823509631833,17.7929770681446
2017,4,Corrientes,32.5151183111876,8.56226362030962,57.7823509631833,17.7929770681446
2017,4,Entre Ríos,47.8852452937468,14.3176351801836,57.7823509631833,17.7929770681446
2017,4,Formosa,21.2709766892497,5.41406007215144,57.7823509631833,17.7929770681446
2017,4,Jujuy,22.742083716267,5.81583543877829,57.7823509631833,17.7929770681446
2017,4,La Pampa,71.0497610637856,23.4099297739188,57.7823509631833,17.7929770681446
2017,4,La Rioja,51.5684744054618,13.7279656603595,57.7823509631833,17.7929770681446
2017,4,Mendoza,33.3256255341505,9.30028099444051,57.7823509631833,17.7929770681446
2017,4,Misiones,31.1421848537985,8.48278947789551,57.7823509631833,17.7929770681446
2017,4,Neuquén,61.242323177851,18.2308851652642,57.7823509631833,17.7929770681446
2017,4,Río Negro,49.3756297682453,15.1878136627227,57.7823509631833,17.7929770681446
2017,4,Salta,39.796242471459,9.63881653575366,57.7823509631833,17.7929770681446
2017,4,San Juan,30.2999291912817,7.71852860282045,57.7823509631833,17.7929770681446
2017,4,San Luis,10.5867310697542,3.0299272402738,57.7823509631833,17.7929770681446
2017,4,Santa Cruz,28.9124928828068,8.60382164860814,57.7823509631833,17.7929770681446
2017,4,Santa Fe,61.7127712196729,19.405680474329,57.7823509631833,17.7929770681446
2017,4,Santiago Del Estero,29.1263861095011,7.22868794966673,57.7823509631833,17.7929770681446
2017,4,Tierra Del Fuego,59.8941359626362,17.7584933530281,57.7823509631833,17.7929770681446
2017,4,Tucumán,39.8968735176797,9.8832869606512,57.7823509631833,17.7929770681446
2017,3,Buenos Aires,55.6293833953396,17.9358709735921,56.8992214122315,17.5090322340829
2017,3,Capital Federal,121.858325909693,51.2444496511116,56.8992214122315,17.5090322340829
2017,3,Catamarca,32.4909256779052,8.26509123497419,56.8992214122315,17.5090322340829
2017,3,Chaco,29.9759256476576,8.01210373802466,56.8992214122315,17.5090322340829
2017,3,Chubut,46.2153774665184,14.1673718358536,56.8992214122315,17.5090322340829
2017,3,Córdoba,62.3070022529633,19.0769539156083,56.8992214122315,17.5090322340829
2017,3,Corrientes,32.165435745938,8.4702126705405,56.8992214122315,17.5090322340829
2017,3,Entre Ríos,45.9581216701772,13.741494179292,56.8992214122315,17.5090322340829
2017,3,Formosa,21.3503843800708,5.43429504811395,56.8992214122315,17.5090322340829
2017,3,Jujuy,22.6453629950826,5.79114280051213,56.8992214122315,17.5090322340829
2017,3,La Pampa,69.1399370114264,22.7808079768561,56.8992214122315,17.5090322340829
2017,3,La Rioja,51.465252304947,13.7006510798107,56.8992214122315,17.5090322340829
2017,3,Mendoza,35.7049317772057,9.96432346586244,56.8992214122315,17.5090322340829
2017,3,Misiones,30.2059909330319,8.22783358937152,56.8992214122315,17.5090322340829
2017,3,Neuquén,60.8304131050389,18.1084813517863,56.8992214122315,17.5090322340829
2017,3,Río Negro,48.5186589395006,14.9243619077237,56.8992214122315,17.5090322340829
2017,3,Salta,39.8397008069074,9.64942748439008,56.8992214122315,17.5090322340829
2017,3,San Juan,32.3668893599598,8.24511556549592,56.8992214122315,17.5090322340829
2017,3,San Luis,15.4778617902981,4.42980917494065,56.8992214122315,17.5090322340829
2017,3,Santa Cruz,33.2918297165896,9.90736656374063,56.8992214122315,17.5090322340829
2017,3,Santa Fe,60.9063556345152,19.1521648988496,56.8992214122315,17.5090322340829
2017,3,Santiago Del Estero,35.1210448843849,8.71651583615132,56.8992214122315,17.5090322340829
2017,3,Tierra Del Fuego,65.7418047343459,19.4927643968679,56.8992214122315,17.5090322340829
2017,3,Tucumán,39.6953791612326,9.83344845550024,56.8992214122315,17.5090322340829
2017,2,Buenos Aires,56.2721441616913,18.1041564810005,54.9011906598371,16.8829367167329
2017,2,Capital Federal,124.061393756425,52.236738675121,54.9011906598371,16.8829367167329
2017,2,Catamarca,25.9771210676835,6.60818568741958,54.9011906598371,16.8829367167329
2017,2,Chaco,29.0455247754534,7.76358719866201,54.9011906598371,16.8829367167329
2017,2,Chubut,35.5460111791441,10.8971148834405,54.9011906598371,16.8829367167329
2017,2,Córdoba,58.9735289080036,18.0566153106088,54.9011906598371,16.8829367167329
2017,2,Corrientes,31.386121368355,8.26516561613311,54.9011906598371,16.8829367167329
2017,2,Entre Ríos,45.3893310282472,13.5716635856636,54.9011906598371,16.8829367167329
2017,2,Formosa,19.965076445262,5.08181870616855,54.9011906598371,16.8829367167329
2017,2,Jujuy,22.4034158946241,5.72941710564843,54.9011906598371,16.8829367167329
2017,2,La Pampa,63.4935264809968,20.9208113683245,54.9011906598371,16.8829367167329
2017,2,La Rioja,16.2034458061436,4.31364137112834,54.9011906598371,16.8829367167329
2017,2,Mendoza,31.7586053613908,8.86323196292613,54.9011906598371,16.8829367167329
2017,2,Misiones,30.0892480250859,8.19626218117457,54.9011906598371,16.8829367167329
2017,2,Neuquén,61.9101342766616,18.4306345952835,54.9011906598371,16.8829367167329
2017,2,Río Negro,46.0208051229332,14.1565144707972,54.9011906598371,16.8829367167329
2017,2,Salta,32.7394202636262,7.9299418666242,54.9011906598371,16.8829367167329
2017,2,San Juan,26.964616120247,6.86906267170671,54.9011906598371,16.8829367167329
2017,2,San Luis,9.5139703148683,2.72299969919519,54.9011906598371,16.8829367167329
2017,2,Santa Cruz,26.2486198287096,7.81200042630289,54.9011906598371,16.8829367167329
2017,2,Santa Fe,52.2696112396987,16.4365192755623,54.9011906598371,16.8829367167329
2017,2,Santiago Del Estero,14.118988073972,3.50415323861831,54.9011906598371,16.8829367167329
2017,2,Tierra Del Fuego,68.4632207595576,20.3013051150784,54.9011906598371,16.8829367167329
2017,2,Tucumán,38.1862336563929,9.45982373143856,54.9011906598371,16.8829367167329
2017,1,Buenos Aires,58.5740024492033,18.8048550310117,54.1621158241475,16.6445653587914
2017,1,Capital Federal,108.369208365608,45.687714654171,54.1621158241475,16.6445653587914
2017,1,Catamarca,25.6593508380215,6.52734131816727,54.1621158241475,16.6445653587914
2017,1,Chaco,28.6216605384279,7.65022534015797,54.1621158241475,16.6445653587914
2017,1,Chubut,35.662220237763,10.9325033920258,54.1621158241475,16.6445653587914
2017,1,Córdoba,57.6533295928744,17.6522425706022,54.1621158241475,16.6445653587914
2017,1,Corrientes,30.9406001096441,8.14778714678486,54.1621158241475,16.6445653587914
2017,1,Entre Ríos,44.9072736870412,13.4274342450088,54.1621158241475,16.6445653587914
2017,1,Formosa,19.8424891786459,5.05059092168821,54.1621158241475,16.6445653587914
2017,1,Jujuy,22.7569859622323,5.81976940765058,54.1621158241475,16.6445653587914
2017,1,La Pampa,62.6692810457516,20.64904971243,54.1621158241475,16.6445653587914
2017,1,La Rioja,16.1955241460542,4.31144439366078,54.1621158241475,16.6445653587914
2017,1,Mendoza,31.8430127701797,8.88670624572537,54.1621158241475,16.6445653587914
2017,1,Misiones,29.522202363131,8.04171321055632,54.1621158241475,16.6445653587914
2017,1,Neuquén,61.0230200678275,18.1662540084548,54.1621158241475,16.6445653587914
2017,1,Río Negro,46.0295387411952,14.1589456556382,54.1621158241475,16.6445653587914
2017,1,Salta,32.5754893148231,7.89012629128218,54.1621158241475,16.6445653587914
2017,1,San Juan,27.0367609884239,6.88739031200583,54.1621158241475,16.6445653587914
2017,1,San Luis,9.5455001936789,2.73198352638775,54.1621158241475,16.6445653587914
2017,1,Santa Cruz,26.5249917378546,7.89382704275053,54.1621158241475,16.6445653587914
2017,1,Santa Fe,51.9701076920804,16.3422547458363,54.1621158241475,16.6445653587914
2017,1,Santiago Del Estero,14.7021194933686,3.648850889801,54.1621158241475,16.6445653587914
2017,1,Tierra Del Fuego,68.9197485128813,20.4354867056667,54.1621158241475,16.6445653587914
2017,1,Tucumán,37.900160758941,9.38885279995182,54.1621158241475,16.6445653587914
2016,4,Buenos Aires,61.2365874303569,18.5786407358338,53.9360186642862,16.5640000309732
2016,4,Capital Federal,120.631331736324,45.7837382772723,53.9360186642862,16.5640000309732
2016,4,Catamarca,26.5435155899619,6.7208130408733,53.9360186642862,16.5640000309732
2016,4,Chaco,28.7866560852553,7.65324009589054,53.9360186642862,16.5640000309732
2016,4,Chubut,36.072905464279,10.959254911599,53.9360186642862,16.5640000309732
2016,4,Córdoba,57.696719154379,17.5712914597652,53.9360186642862,16.5640000309732
2016,4,Corrientes,30.9810703764977,8.11989603111693,53.9360186642862,16.5640000309732
2016,4,Entre Ríos,45.208402854677,13.4519827391907,53.9360186642862,16.5640000309732
2016,4,Formosa,19.8482360781639,5.02928480990009,53.9360186642862,16.5640000309732
